Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","1984","1984","°C","0.241","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","1985","1985","°C","-1.042","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","1986","1986","°C","0.018","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","1987","1987","°C","-1.079","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","1988","1988","°C","0.68","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","1989","1989","°C","1.692","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","1990","1990","°C","1.707","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","1991","1991","°C","0.409","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","1992","1992","°C","1.143","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","1993","1993","°C","0.067","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","1994","1994","°C","1.368","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","1995","1995","°C","1.105","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","1996","1996","°C","-0.794","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","1997","1997","°C","0.002","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","1998","1998","°C","0.942","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","1999","1999","°C","1.196","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","2000","2000","°C","1.878","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","2001","2001","°C","1.277","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","2002","2002","°C","1.692","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","2003","2003","°C","0.356","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","2004","2004","°C","0.769","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","2005","2005","°C","0.866","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","2006","2006","°C","0.817","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","2007","2007","°C","2.127","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","2008","2008","°C","1.73","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","2009","2009","°C","1.248","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","2010","2010","°C","0.372","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","2011","2011","°C","0.736","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","2012","2012","°C","1.355","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","2013","2013","°C","0.622","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","2014","2014","°C","2.32","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","2015","2015","°C","1.97","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","2016","2016","°C","2.01","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","2017","2017","°C","1.433","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.392","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.615","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.631","E","Estimated value"
"ET","Temperature change","616","Poland","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.417","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1961","1961","°C","0.836","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1962","1962","°C","0.538","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1963","1963","°C","-0.068","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1964","1964","°C","0.533","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1965","1965","°C","-0.214","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1966","1966","°C","0.296","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1967","1967","°C","-0.035","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1968","1968","°C","0.033","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1969","1969","°C","-0.356","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1970","1970","°C","0.057","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1971","1971","°C","-0.879","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1972","1972","°C","-0.913","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1973","1973","°C","-0.075","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1974","1974","°C","-0.448","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1975","1975","°C","-0.096","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1976","1976","°C","-0.36","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1977","1977","°C","-0.275","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1978","1978","°C","0.176","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1979","1979","°C","0.173","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1980","1980","°C","0.284","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1981","1981","°C","0.552","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1982","1982","°C","0.564","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1983","1983","°C","0.296","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1984","1984","°C","-0.118","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1985","1985","°C","0.534","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1986","1986","°C","0.099","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1987","1987","°C","0.747","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1988","1988","°C","0.631","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1989","1989","°C","1.125","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1990","1990","°C","1.405","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1991","1991","°C","0.441","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1992","1992","°C","0.431","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1993","1993","°C","-0.202","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1994","1994","°C","0.675","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1995","1995","°C","1.648","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1996","1996","°C","0.72","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1997","1997","°C","1.559","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1998","1998","°C","1.151","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","1999","1999","°C","0.561","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","2000","2000","°C","0.613","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","2001","2001","°C","1.12","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","2002","2002","°C","0.622","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","2003","2003","°C","1.405","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","2004","2004","°C","0.972","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","2005","2005","°C","0.941","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","2006","2006","°C","1.498","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","2007","2007","°C","0.717","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","2008","2008","°C","0.602","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","2009","2009","°C","1.381","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","2010","2010","°C","1.094","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","2011","2011","°C","1.577","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","2012","2012","°C","0.767","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","2013","2013","°C","0.905","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","2014","2014","°C","1.308","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","2015","2015","°C","1.362","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.677","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","2017","2017","°C","2.115","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.863","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.25","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.95","E","Estimated value"
"ET","Temperature change","620","Portugal","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.213","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1961","1961","°C","1.083","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1962","1962","°C","0.179","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1963","1963","°C","-0.292","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1964","1964","°C","-0.783","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1965","1965","°C","-0.661","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1966","1966","°C","1.063","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1967","1967","°C","0.296","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1968","1968","°C","0.442","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1969","1969","°C","-0.586","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1970","1970","°C","-0.055","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1971","1971","°C","-0.027","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1972","1972","°C","0.377","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1973","1973","°C","-0.223","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1974","1974","°C","-0.1","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1975","1975","°C","0.801","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1976","1976","°C","-0.813","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1977","1977","°C","0.531","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1978","1978","°C","-0.832","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1979","1979","°C","0.153","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1980","1980","°C","-0.644","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1981","1981","°C","0.038","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1982","1982","°C","-0.064","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1983","1983","°C","0.828","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1984","1984","°C","-0.137","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1985","1985","°C","-1.197","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1986","1986","°C","0.427","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1987","1987","°C","-0.731","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1988","1988","°C","0.096","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1989","1989","°C","0.753","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1990","1990","°C","1.104","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1991","1991","°C","0.038","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1992","1992","°C","0.367","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1993","1993","°C","-0.423","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1994","1994","°C","1.724","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1995","1995","°C","0.413","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1996","1996","°C","-0.415","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1997","1997","°C","-0.413","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1998","1998","°C","0.794","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","1999","1999","°C","0.624","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","2000","2000","°C","1.341","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","2001","2001","°C","1.532","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","2002","2002","°C","1.214","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","2003","2003","°C","0.14","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","2004","2004","°C","0.552","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","2005","2005","°C","0.295","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","2006","2006","°C","0.516","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","2007","2007","°C","2.116","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","2008","2008","°C","1.331","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","2009","2009","°C","1.609","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","2010","2010","°C","1.154","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","2011","2011","°C","0.482","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","2012","2012","°C","1.815","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","2013","2013","°C","1.366","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","2014","2014","°C","1.548","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","2015","2015","°C","1.798","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.883","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","2017","2017","°C","1.165","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.278","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.266","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.283","E","Estimated value"
"ET","Temperature change","642","Romania","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.497","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","1993","1993","°C","0.032","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","1994","1994","°C","1.687","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","1995","1995","°C","0.682","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","1996","1996","°C","-0.423","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","1997","1997","°C","-0.256","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","1998","1998","°C","1.024","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","1999","1999","°C","0.769","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","2000","2000","°C","1.626","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","2001","2001","°C","1.241","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","2002","2002","°C","1.38","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","2003","2003","°C","0.653","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","2004","2004","°C","0.549","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","2005","2005","°C","0.397","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","2006","2006","°C","0.627","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","2007","2007","°C","2.147","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","2008","2008","°C","1.53","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","2009","2009","°C","1.496","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","2010","2010","°C","0.68","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","2011","2011","°C","0.84","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","2012","2012","°C","1.57","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","2013","2013","°C","0.948","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","2014","2014","°C","2.315","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","2015","2015","°C","2.099","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.925","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","2017","2017","°C","1.253","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.54","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.423","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.03","E","Estimated value"
"ET","Temperature change","703","Slovakia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.29","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","1992","1992","°C","1.169","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","1993","1993","°C","0.576","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","1994","1994","°C","1.883","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","1995","1995","°C","0.814","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","1996","1996","°C","-0.1","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","1997","1997","°C","0.484","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","1998","1998","°C","1.379","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","1999","1999","°C","0.885","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","2000","2000","°C","1.8","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","2001","2001","°C","1.724","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","2002","2002","°C","1.525","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","2003","2003","°C","1.46","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","2004","2004","°C","0.765","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","2005","2005","°C","0.517","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","2006","2006","°C","0.904","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","2007","2007","°C","2.205","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","2008","2008","°C","1.612","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","2009","2009","°C","1.667","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","2010","2010","°C","0.808","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","2011","2011","°C","1.391","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","2012","2012","°C","1.967","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","2013","2013","°C","1.27","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","2014","2014","°C","2.474","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","2015","2015","°C","2.171","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","2016","2016","°C","2.091","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","2017","2017","°C","1.765","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.452","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.367","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.26","E","Estimated value"
"ET","Temperature change","705","Slovenia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.565","E","Estimated value"
"ET","Temperature change","724","Spain","7271","Temperature change","7020","Meteorological year","1961","1961","°C","0.746","E","Estimated value"
"ET","Temperature change","724","Spain","7271","Temperature change","7020","Meteorological year","1962","1962","°C","0.428","E","Estimated value"
"ET","Temperature change","724","Spain","7271","Temperature change","7020","Meteorological year","1963","1963","°C","-0.213","E","Estimated value"
"ET","Temperature change","724","Spain","7271","Temperature change","7020","Meteorological year","1964","1964","°C","0.498","E","Estimated value"
"ET","Temperature change","724","Spain","7271","Temperature change","7020","Meteorological year","1965","1965","°C","-0.175","E","Estimated value"
"ET","Temperature change","724","Spain","7271","Temperature change","7020","Meteorological year","1966","1966","°C","0.415","E","Estimated value"
"ET","Temperature change","724","Spain","7271","Temperature change","7020","Meteorological year","1967","1967","°C","0.16","E","Estimated value"
"ET","Temperature change","724","Spain","7271","Temperature change","7020","Meteorological year","1968","1968","°C","0.1","E","Estimated value"
"ET","Temperature change","724","Spain","7271","Temperature change","7020","Meteorological year","1969","1969","°C","-0.292","E","Estimated value"
"ET","Temperature change","724","Spain","7271","Temperature change","7020","Meteorological year","1970","1970","°C","0.126","E","Estimated value"
"ET","Temperature change","724","Spain","7271","Temperature change","7020","Meteorological year","1971","1971","°C","-0.752","E","Estimated value"
"ET","Temperature change","724","Spain","7271","Temperature change","7020","Meteorological year","1972","1972","°C","-0.839","E","Estimated value"
"ET","Temperature change","724","Spain","7271","Temperature change","7020","Meteorological year","1973","1973","°C","-0.173","E","Estimated value"
"ET","Temperature change","724","Spain","7271","Temperature change","7020","Meteorological year","1974","1974","°C","-0.449","E","Estimated value"
"ET","Temperature change","724","Spain","7271","Temperature change","7020","Meteorological year","1975","1975","°C","-0.106","E","Estimated value"
"ET","Temperature change","724","Spain","7271","Temperature change","7020","Meteorological year","1976","1976","°C","-0.383","E","Estimated value"
"ET","Temperature change","724","Spain","7271","Temperature change","7020","Meteorological year","1977","1977","°C","-0.177","E","Estimated value"
"ET","Temperature change","724","Spain","7271","Temperature change","7020","Meteorological year","1978","1978","°C","0.086","E","Estimated value"
"ET","Temperature change","724","Spain","7271","Temperature change","7020","Meteorological year","1979","1979","°C","0.259","E","Estimated value"
"ET","Temperature change","724","Spain","7271","Temperature change","7020","Meteorological year","1980","1980","°C","0.162","E","Estimated value"
"ET","Temperature change","724","Spain","7271","Temperature change","7020","Meteorological year","1981","1981","°C","0.321","E","Estimated value"
